BRAND_NAME,COMMON_NAME_x,ORIGINALCODE_x,LENGTH(ORIGINALCODE),L_R_x,PEIJIAN,COMMON_NAME_y,ORIGINALCODE_y,L_R_y,DISTINCT_SUM,len_y
特斯拉,后保险杠泡沫内衬（左）,106133100B,10,左,后保险杠泡沫内衬,后保险杠泡沫内衬（右）,106133200B,右,1,1
东风雪铁龙,前保险杠饰条（左）,96 784 360 80,13,左,前保险杠饰条,前保险杠饰条（右）,96 784 362 80,右,1,1
潍柴,底大边（左）,10006671,8,左,底大边,底大边（右）,10006672,右,1,1
英致,前大灯（左）,E6-4121010A,11,左,前大灯,前大灯（右）,E6-4121020A,右,1,1
郑州日产,前叶子板轮眉（左）,F3811VK000,10,左,前叶子板轮眉,前叶子板轮眉（右）,F3810VK000,右,1,1
福建启腾,后保险杠支架（左）,R63A62A015,10,左,后保险杠支架,后保险杠支架（右）,R63A62A016,右,1,1
福建启腾,前门（左）,R50B31A002,10,左,前门,前门（右）,R50B31A022,右,1,1
进口梅赛德斯-奔驰,尾灯底板（左）,MA2186931333,12,左,尾灯底板,尾灯底板（右）,MA2186931433,右,1,1
上汽大众,后保险杠包角（左）,18D8074169B9,12,左,后保险杠包角,后保险杠包角（右）,18D8074159B9,右,1,1
江铃,后门玻璃升降器（左）,6204100DB5,10,左,后门玻璃升降器,后门玻璃升降器（右）,6204200DB5,右,1,1
华晨鑫源,后侧围玻璃（左）,5403100-D01,11,左,后侧围玻璃,后侧围玻璃（右）,5403200-D01,右,1,1
北汽,驾驶室脚踏板护罩（左）,JYJY13527,9,左,驾驶室脚踏板护罩,驾驶室脚踏板护罩（右）,JYJY13526,右,1,1
黄海,驾驶室遮阳板（左）,318002001,9,左,驾驶室遮阳板,驾驶室遮阳板（右）,318002002,右,1,1
长丰猎豹,前挡风玻璃雨刮片（左）,MB683710,8,左,前挡风玻璃雨刮片,前挡风玻璃雨刮片（右）,MB683711,右,1,1
一汽大众,前围板隔热板（左）,L16D863353,10,左,前围板隔热板,前围板隔热板（右）,L16D863354,右,1,1
广汽乘用车,后保险杠亮条（左）,7106061AMV0000,14,左,后保险杠亮条,后保险杠亮条（右）,7106062AMV0000,右,1,1
长安福特,前座椅侧气囊（左）,DG93F611D11AC3DN3,17,左,前座椅侧气囊,前座椅侧气囊（右）,DG93F611D10AC3DN3,右,1,1
进口道奇,倒车镜总成（左）,1CE351X8AD,10,左,倒车镜总成,倒车镜总成（右）,1CE341X8AD,右,1,1
广汽本田,前立柱外板（左）,0A1001,6,左,前立柱外板,前立柱外板（右）,0A0001,右,1,1
昌河铃木,背门撑杆（左）,81860-75F00,11,左,背门撑杆,背门撑杆（右）,81850-75F00,右,1,1
金杯,前雾灯饰条（左）,2803113-C02,11,左,前雾灯饰条,前雾灯饰条（右）,2803111-C02,右,1,1
吉普,前门饰条（左）,05182566AC,10,左,前门饰条,前门饰条（右）,05182567AC,右,1,1
启辰,后轮挡泥板（左）,788192GG0A,10,左,后轮挡泥板,后轮挡泥板（右）,788182GG0A,右,1,1
东风悦达起亚,前大灯支架（左）,86535Q2000,10,左,前大灯支架,前大灯支架（右）,86525Q2000,右,1,1
通华,货箱挡泥板（左）,0I0009,6,左,货箱挡泥板,货箱挡泥板（右）,0I0008,右,1,1
一汽海马,前门防水膜（左）,HA00-59-861M1,13,左,前门防水膜,前门防水膜（右）,HA00-58-861M1,右,1,1
力帆,前大灯框（左）,F8401102,8,左,前大灯框,前大灯框（右）,F8401103,右,1,1
长城,前叶子板轮眉（左）,5006102XKQ00A8L,15,左,前叶子板轮眉,前叶子板轮眉（右）,5006104XKQ00A8L,右,1,1
解放,下视镜总成（左）,8219020-A86J/A,14,左,下视镜总成,下视镜总成（右）,8219020-A86J/B,右,1,1
北京现代,消声器（左）,28710C3500,10,左,消声器,消声器（右）,28711C3500,右,1,1
昌河铃木,后轮挡泥板（左）,1018A-2802211,13,左,后轮挡泥板,后轮挡泥板（右）,1018A-2802210,右,1,1
进口凯迪拉克,后保险杠骨架支架（左）,20823532,8,左,后保险杠骨架支架,后保险杠骨架支架（右）,20823533,右,1,1
东风雪铁龙,车顶后窗帘气囊（左）,8337FS,6,左,车顶后窗帘气囊,车顶后窗帘气囊（右）,8337FT,右,1,1
一汽吉林,后门玻璃（左）,68104-BZ110,11,左,后门玻璃,后门玻璃（右）,68103-BZ110,右,1,1
东风悦达起亚,后立柱内饰板（左）,85850H2000BGA,13,左,后立柱内饰板,后立柱内饰板（右）,85860H2000BGA,右,1,1
厦门金龙,前雾灯饰条（左）,JYJY12833,9,左,前雾灯饰条,前雾灯饰条（右）,JYJY12834,右,1,1
启辰,水箱框架（左）,F25212GGMA,10,左,水箱框架,水箱框架（右）,F25202GGMA,右,1,1
一汽奥迪,侧围装饰条（左）,L8R0853703B2ZZ,14,左,侧围装饰条,侧围装饰条（右）,L8R0853704B2ZZ,右,1,1
一汽奔腾,底大边饰条（左）,1EA051P50,9,左,底大边饰条,底大边饰条（右）,1EA051P40,右,1,1
川崎,发动机下护板（左）,55028046235K,12,左,发动机下护板,发动机下护板（右）,55028046335K,右,1,1
长安福特,前大灯饰条（左）,AM8M5J16067BA,13,左,前大灯饰条,前大灯饰条（右）,AM8M5J16067AA,右,1,1
上汽大众,前雾灯支架（左）,34G807723A,10,左,前雾灯支架,前雾灯支架（右）,34G807724A,右,1,1
长安,后保险杠泡沫内衬（左）,2804215-AP01,12,左,后保险杠泡沫内衬,后保险杠泡沫内衬（右）,2804216-AP01,右,1,1
红旗,水箱导流板（左）,5006581MH,9,左,水箱导流板,水箱导流板（右）,5006582MH,右,1,1
广汽三菱,侧脚踏板装饰条（左）,7656A043HA,10,左,侧脚踏板装饰条,侧脚踏板装饰条（右）,7656A044HA,右,1,1
金杯,前叶子板轮眉（左）,8512700-C01,11,左,前叶子板轮眉,前叶子板轮眉（右）,8512800-C01,右,1,1
斯达,前保险杠骨架支架（左）,JYJY12453,9,左,前保险杠骨架支架,前保险杠骨架支架（右）,JYJY12454,右,1,1
北汽戚旺,后保险杠反射器（左）,41350010-A01-B00,16,左,后保险杠反射器,后保险杠反射器（右）,41350020-A01-B00,右,1,1
长城,侧门槛饰板（左）,5006150S08,10,左,侧门槛饰板,侧门槛饰板（右）,5006160S08,右,1,1
一汽马自达,前立柱加强筋（左）,GJYA712CX,9,左,前立柱加强筋,前立柱加强筋（右）,GJYA702CX,右,1,1
长城,前保险杠加强件（左）,2803103XJZ31A,13,左,前保险杠加强件,前保险杠加强件（右）,2803104XJZ31A,右,1,1
启辰,前纵梁外侧（左）,G51312GCMA,10,左,前纵梁外侧,前纵梁外侧（右）,G51302GCMA,右,1,1
长丰猎豹,后门外拉手（左）,MR156877,8,左,后门外拉手,后门外拉手（右）,MR156878,右,1,1
上汽通用别克,后桥支架（左）,39041691,8,左,后桥支架,后桥支架（右）,39041692,右,1,1
黄海,后门玻璃（左）,715003005,9,左,后门玻璃,后门玻璃（右）,715003006,右,1,1
天津一汽丰田,后轮罩加强板（左）,643050D090,10,左,后轮罩加强板,后轮罩加强板（右）,643040D090,右,1,1
长安,车顶导水槽（左）,0A2054,6,左,车顶导水槽,车顶导水槽（右）,0A2053,右,1,1
黄海,前门玻璃内压条（左）,310003003,9,左,前门玻璃内压条,前门玻璃内压条（右）,310003004,右,1,1
黄海,前门锁机构（左）,320003001,9,左,前门锁机构,前门锁机构（右）,320003002,右,1,1
观致,前保险杠拖车钩盖板（左）,800000657,9,左,前保险杠拖车钩盖板,前保险杠拖车钩盖板（右）,800000656,右,1,1
天津一汽丰田,行李箱盖扭力杆（左）,64532-0P020,11,左,行李箱盖扭力杆,行李箱盖扭力杆（右）,64531-0P020,右,1,1
奇瑞,前大灯（左）,S11-9AF3772010,14,左,前大灯,前大灯（右）,S11-9AF3772020,右,1,1
众泰,前雾灯罩（左）,4116011001-M12,14,左,前雾灯罩,前雾灯罩（右）,4116011002-M12,右,1,1
纳智捷,引擎盖密封条（左）,65811KN100C2,12,左,引擎盖密封条,引擎盖密封条（右）,65810KN100C2,右,1,1
郑州海马,后门外拉手（左）,SA1258411,9,左,后门外拉手,后门外拉手（右）,MA1258411,右,1,1
纳智捷,前叶子板后轮眉（左）,63811KN100C2,12,左,前叶子板后轮眉,前叶子板后轮眉（右）,63810KN100C2,右,1,1
进口英菲尼迪,前大灯安装底板（左）,625854GA0A,10,左,前大灯安装底板,前大灯安装底板（右）,625844GA0A,右,1,1
长安福特,前门三角玻璃饰板（左）,FK7B17075AE5UAW,15,左,前门三角玻璃饰板,前门三角玻璃饰板（右）,FK7B17074AE5UAW,右,1,1
一汽奥迪,ABS前轮传感器支架（左）,8K0971502J,10,左,ABS前轮传感器支架,ABS前轮传感器支架（右）,8K0971502K,右,1,1
北斗星,前大灯（左）,35300-75F30,11,左,前大灯,前大灯（右）,35100-75F30,右,1,1
东南,前门玻璃升降器（左）,51E31A007,9,左,前门玻璃升降器,前门玻璃升降器（右）,51E31A002,右,1,1
陕汽,驾驶室脚踏板护罩（左）,JYJY13527,9,左,驾驶室脚踏板护罩,驾驶室脚踏板护罩（右）,JYJY13526,右,1,1
None,前下摆臂（左）,21A13A001,9,左,前下摆臂,前下摆臂（右）,21A13A002,右,1,1
进口宝马,行李箱盖铰链（左）,41627204237,11,左,行李箱盖铰链,行李箱盖铰链（右）,41627204238,右,1,1
华晨宝马,前门铰链（左）,41517284533,11,左,前门铰链,前门铰链（右）,41517284534,右,1,1
江西五十铃,前稳定杆拉杆（左）,C8979445690,11,左,前稳定杆拉杆,前稳定杆拉杆（右）,C8979445680,右,1,1
长安铃木,后门玻璃外压条（左）,83841-62L00-000,15,左,后门玻璃外压条,后门玻璃外压条（右）,83831-62L00-000,右,1,1
汉腾,前制动器底板（左）,3501103001-B11,14,左,前制动器底板,前制动器底板（右）,3501104001-B11,右,1,1
东风,前立柱外板（左）,0A1001,6,左,前立柱外板,前立柱外板（右）,0A0001,右,1,1
东风,侧脚踏板前包头（左）,8405325-C6100,13,左,侧脚踏板前包头,侧脚踏板前包头（右）,8405326-C6100,右,1,1
进口丰田,侧门槛外板（左）,7580660050G0,12,左,侧门槛外板,侧门槛外板（右）,7580560050G0,右,1,1
东风,前钢板弹簧U型螺栓（左）,JYJY13728,9,左,前钢板弹簧U型螺栓,前钢板弹簧U型螺栓（右）,JYJY13727,右,1,1
北汽新能源,前保险杠饰条（左）,A00090701,9,左,前保险杠饰条,前保险杠饰条（右）,A00090702,右,1,1
东南,行李箱内饰板（左）,62B40A001XA,11,左,行李箱内饰板,行李箱内饰板（右）,62B40A002XA,右,1,1
江铃,前门玻璃升降器（左）,6104100DB6,10,左,前门玻璃升降器,前门玻璃升降器（右）,6104200DB6,右,1,1
潍柴,侧围总成（左）,5401010-D0206,13,左,侧围总成,侧围总成（右）,5401020-D0206,右,1,1
长安,滑门（左）,0C0001,6,左,滑门,滑门（右）,0C0002,右,1,1
宏昌天马,驾驶室脚踏板护罩（左）,JYJY13527,9,左,驾驶室脚踏板护罩,驾驶室脚踏板护罩（右）,JYJY13526,右,1,1
上汽通用五菱,后门饰条（左）,P6107-10005-C303,16,左,后门饰条,后门饰条（右）,P6107-10006-C303,右,1,1
昌河铃木,前叶子板轮眉（左）,Q77-5200,8,左,前叶子板轮眉,前叶子板轮眉（右）,Q77-5100,右,1,1
野马,倒车镜（左）,XAA8202050,10,左,倒车镜,倒车镜（右）,XAA8202060,右,1,1
上汽通用五菱,中立柱外板（左）,0A1012,6,左,中立柱外板,中立柱外板（右）,0A0012,右,1,1
广汽菲亚特,侧围总成（左）,53375688,8,左,侧围总成,侧围总成（右）,53375687,右,1,1
东风,滑门铰链（左）,0C2022,6,左,滑门铰链,滑门铰链（右）,0C2021,右,1,1
纳智捷,前下摆臂（左）,54501SN120,10,左,前下摆臂,前下摆臂（右）,54500SN120,右,1,1
东风雪铁龙,后保险杠骨架支架（左）,1062000805,10,左,后保险杠骨架支架,后保险杠骨架支架（右）,1062000806,右,1,1
东风风行,前保险杠格栅装饰框（左）,JYJY12489,9,左,前保险杠格栅装饰框,前保险杠格栅装饰框（右）,JYJY12487,右,1,1
众泰,后保险杠骨架支架（左）,2804310001T22,13,左,后保险杠骨架支架,后保险杠骨架支架（右）,2804320001T22,右,1,1
长安福特,前门玻璃内压条（左）,ED8B20571AC,11,左,前门玻璃内压条,前门玻璃内压条（右）,ED8B20570AC,右,1,1
江铃,前叶子板内板（左）,JYJY12747,9,左,前叶子板内板,前叶子板内板（右）,JYJY12746,右,1,1
长安福特,引擎盖撑杆（左）,FK7BR16C827AB,13,左,引擎盖撑杆,引擎盖撑杆（右）,FK7BR16C826AB,右,1,1
解放,驾驶室卧铺侧挡板（左）,0A9006,6,左,驾驶室卧铺侧挡板,驾驶室卧铺侧挡板（右）,0A9005,右,1,1
进口英菲尼迪,底大边饰条（左）,768532V70A,10,左,底大边饰条,底大边饰条（右）,768522V70A,右,1,1
启辰,前门锁总成（左）,805012GG0B,10,左,前门锁总成,前门锁总成（右）,805002GG0B,右,1,1
启辰,倒车镜壳（左）,963742GG1H,10,左,倒车镜壳,倒车镜壳（右）,963732GG1H,右,1,1
进口吉普,前雾灯框（左）,JYJY12843,9,左,前雾灯框,前雾灯框（右）,JYJY12844,右,1,1
长丰猎豹,背门铰链（左）,A006206300,10,左,背门铰链,背门铰链（右）,A006206200,右,1,1
东风本田,燃油油路护板（左）,0A5002,6,左,燃油油路护板,燃油油路护板（右）,0A5003,右,1,1
斯柯达,水箱导流板（左）,1Z0 121 283 B,13,左,水箱导流板,水箱导流板（右）,1Z0 121 284 B,右,1,1
奇瑞,前立柱外板（左）,0A1001,6,左,前立柱外板,前立柱外板（右）,0A0001,右,1,1
吉奥,后门外拉手（左）,6205030,7,左,后门外拉手,后门外拉手（右）,6205040,右,1,1
上汽名爵,前保险杠下护板（左）,10053630,8,左,前保险杠下护板,前保险杠下护板（右）,10053632,右,1,1
福建奔驰,尾灯（左）,A63982014649051,15,左,尾灯,尾灯（右）,A63982015649051,右,1,1
北汽,后立柱内饰板（左）,54020210B01B00,14,左,后立柱内饰板,后立柱内饰板（右）,54020220B01B00,右,1,1
沃尔沃,前地板加强件（左）,31407790,8,左,前地板加强件,前地板加强件（右）,31407791,右,1,1
进口大众,前大灯喷嘴支架（左）,7P6807941,9,左,前大灯喷嘴支架,前大灯喷嘴支架（右）,7P6807942,右,1,1
上海华普,前门密封条（左）,1018010661,10,左,前门密封条,前门密封条（右）,1018010666,右,1,1
一汽海马,发动机下护板（左）,SA00-56-341M1,13,左,发动机下护板,发动机下护板（右）,SA00-56-321M1,右,1,1
郑州海马,后叶子板内衬（左）,MA12-56-240,11,左,后叶子板内衬,后叶子板内衬（右）,MA12-56-230,右,1,1
北汽,发动机支架（左）,10010120B03B00,14,左,发动机支架,发动机支架（右）,10010220B03B00,右,1,1
北汽,发动机支架胶（左）,10010110B01B00,14,左,发动机支架胶,发动机支架胶（右）,10010210B01B00,右,1,1
江铃,前门玻璃升降器总成（左）,610410030,9,左,前门玻璃升降器总成,前门玻璃升降器总成（右）,610420030,右,1,1
一汽大众,后门骨架（左）,L1K5833301N,11,左,后门骨架,后门骨架（右）,L1K5833302N,右,1,1
江铃,滑门锁钩（左）,500411001,9,左,滑门锁钩,滑门锁钩（右）,500421001,右,1,1
上汽大众,门槛边梁（左）,34D802255,9,左,门槛边梁,门槛边梁（右）,34D802256,右,1,1
长安福特,前桥撑杆（左）,7GPN5E053AB,11,左,前桥撑杆,前桥撑杆（右）,7GPN5E052AB,右,1,1
大众,引擎盖铰链（左）,18D823301B,10,左,引擎盖铰链,引擎盖铰链（右）,18D823302B,右,1,1
广汽乘用车,倒车镜外三角饰板（左）,7180081ARX0000M10,17,左,倒车镜外三角饰板,倒车镜外三角饰板（右）,7180082ARX0000M10,右,1,1
东风英菲尼迪,后保险杠支架（左）,852204GA0A,10,左,后保险杠支架,后保险杠支架（右）,852244GA0A,右,1,1
中华,前雾灯罩（左）,6063023,7,左,前雾灯罩,前雾灯罩（右）,6063025,右,1,1
四川一汽丰田,前门玻璃内压条（左）,681710G010,10,左,前门玻璃内压条,前门玻璃内压条（右）,681720G010,右,1,1
长安,前罩板顶部格栅（左）,5502011T01AB,12,左,前罩板顶部格栅,前罩板顶部格栅（右）,5502012T01AB,右,1,1
一汽大众,后制动钳（左）,L5N0615403,10,左,后制动钳,后制动钳（右）,L5N0615404,右,1,1
南京依维柯,水箱支架（左）,5801777331,10,左,水箱支架,水箱支架（右）,5801777332,右,1,1
南京依维柯,后保险杠（左）,5801356138,10,左,后保险杠,后保险杠（右）,5801356139,右,1,1
长丰猎豹,中立柱内板（左）,MB860513,8,左,中立柱内板,中立柱内板（右）,MB860514,右,1,1
长丰猎豹,前挡风玻璃饰条（左）,MB696487,8,左,前挡风玻璃饰条,前挡风玻璃饰条（右）,MB696488,右,1,1
长丰猎豹,前叶子板彩条（左）,MR155517,8,左,前叶子板彩条,前叶子板彩条（右）,MR155519,右,1,1
长丰猎豹,车顶导水槽饰条（左）,MB677313,8,左,车顶导水槽饰条,车顶导水槽饰条（右）,MB677314,右,1,1
长丰猎豹,后叶子板彩条（左）,MR727560,8,左,后叶子板彩条,后叶子板彩条（右）,MR727562,右,1,1
君马,引擎盖铰链（左）,8402300101-D50,14,左,引擎盖铰链,引擎盖铰链（右）,8402300201-D50,右,1,1
长丰猎豹,后门玻璃（左）,MB669916-BGL,12,左,后门玻璃,后门玻璃（右）,MB669917-BGL,右,1,1
保时捷,倒车镜壳（左）,95B857527G2X,12,左,倒车镜壳,倒车镜壳（右）,95B857528G2X,右,1,1
上汽通用雪佛兰,车顶导水槽（左）,0A2054,6,左,车顶导水槽,车顶导水槽（右）,0A2053,右,1,1
东风,后门玻璃后导轨（左）,6201350-SA01,12,左,后门玻璃后导轨,后门玻璃后导轨（右）,6201450-SA01,右,1,1
东风,前大灯安装底板（左）,62521P2700,10,左,前大灯安装底板,前大灯安装底板（右）,62520P2700,右,1,1
金杯,前雾灯框（左）,JYJY12843,9,左,前雾灯框,前雾灯框（右）,JYJY12844,右,1,1
金杯,前叶子板（左）,JYJY13062,9,左,前叶子板,前叶子板（右）,JYJY13063,右,1,1
斯柯达,ABS前轮线束（左）,1K0927903S,10,左,ABS前轮线束,ABS前轮线束（右）,1K0927903F,右,1,1
雪佛兰,前轮罩（左）,26234470,8,左,前轮罩,前轮罩（右）,26234472,右,1,1
东风悦达起亚,前门玻璃导轨（左）,825502F000,10,左,前门玻璃导轨,前门玻璃导轨（右）,825602F000,右,1,1
威马,后雾灯（左）,VE10038800300,13,左,后雾灯,后雾灯（右）,VE10038900300,右,1,1
腾势,后保险杠饰条（左）,TIG-2804150V2009,16,左,后保险杠饰条,后保险杠饰条（右）,TIG-2804160V2009,右,1,1
